Name,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre,Platform
LEGO Soccer Mania,2002.0,Electronic Arts,0.1,0.05,0.0,0.01,0.16,Sports,"GBA, PS2"
LEGO Star Wars II: The Original Trilogy,2006.0,Activision,0.0,0.01,0.0,0.0,0.02,Action,PC
LEGO Star Wars II: The Original Trilogy,2006.0,LucasArts,5.08,1.54,0.01,0.6900000000000001,7.33,Action,"X360, PSP, GC, GBA, DS, PS2, XB"
LEGO Star Wars III: The Clone Wars,2011.0,LucasArts,3.95,2.81,0.0,0.8200000000000001,7.56,Action,"PS3, X360, Wii, PSP, DS, PC, 3DS"
LEGO Star Wars: The Complete Saga,2007.0,LucasArts,9.1,5.01,0.0,1.62,15.75,Action,"X360, PS3, DS, Wii"
LEGO Star Wars: The Video Game,2005.0,Eidos Interactive,4.72,2.01,0.01,0.52,7.26,Action,"GC, GBA, PC, PS2, XB"
LEGO The Hobbit,2014.0,Warner Bros. Interactive Entertainment,0.79,1.48,0.0,0.36000000000000004,2.64,Action,"PS3, PS4, X360, XOne, PSV, PC, WiiU, 3DS"
LEGO The Lord of the Rings,2012.0,Warner Bros. Interactive Entertainment,1.87,2.0,0.0,0.5499999999999999,4.43,Action,"PS3, X360, Wii, PC, DS, PSV, 3DS"
LMA Manager 2007,2006.0,Codemasters,0.0,0.01,0.0,0.0,0.01,Sports,X360
La Corda d'Oro 4,2016.0,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Action,PSV
La Pucelle: Ragnarok,2009.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,Role-Playing,PSP
La Pucelle: Tactics,2002.0,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,Role-Playing,PS2
Labyrinth Cross Blood: Infinity,2013.0,CyberFront,0.0,0.0,0.03,0.0,0.03,Role-Playing,PSV
Lady Sia,2001.0,TDK Mediactive,0.08,0.03,0.0,0.0,0.11,Platform,GBA
Lagoon,1991.0,Kemco,0.0,0.0,0.05,0.0,0.05,Role-Playing,SNES
Lair,2007.0,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52,Action,PS3
Lalaloopsy,2011.0,Activision,0.54,0.1,0.0,0.06,0.7,Simulation,DS
Land of the Dead: Road to Fiddler's Green,2005.0,Groove Games,0.05,0.01,0.0,0.0,0.06,Shooter,XB
Langrisser III,1996.0,NCS,0.0,0.0,0.2,0.0,0.2,Strategy,SAT
Langrisser IV,1997.0,NCS,0.0,0.0,0.11,0.0,0.11,Strategy,SAT
Langrisser V: The End of Legend,1998.0,NCS,0.0,0.0,0.09,0.0,0.09,Strategy,SAT
Langrisser: Re:Incarnation Tensei,2015.0,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03,Role-Playing,3DS
Lara Croft Tomb Raider: The Angel of Darkness,2003.0,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,Action,PS2
Lara Croft and the Temple of Osiris,2014.0,Square Enix,0.0,0.09000000000000001,0.0,0.01,0.1,Action,"PS4, PC"
Largo Winch .// Commando Sar,2002.0,Ubisoft,0.01,0.01,0.0,0.0,0.02,Adventure,PS
Laser Blast,1981.0,Activision,0.37,0.02,0.0,0.0,0.39,Action,2600
Last Bronx,1996.0,Sega,0.0,0.0,0.13,0.0,0.13,Fighting,SAT
Last Escort,2006.0,D3Publisher,0.0,0.0,0.02,0.0,0.02,Adventure,PS2
Last Escort 2: Shinya no Amai Toge,2008.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,Adventure,PS2
Last Escort: Club Katze,2010.0,D3Publisher,0.0,0.0,0.04,0.0,0.04,Adventure,"PSP, PS2"
Last Ranker,2010.0,Capcom,0.0,0.0,0.13,0.0,0.13,Role-Playing,PSP
Last Rebellion,2010.0,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,Role-Playing,PS3
Last Window: The Secret of Cape West,2010.0,Nintendo,0.0,0.12,0.09,0.02,0.23,Adventure,DS
Le Mans 24 Hours,2001.0,Infogrames,0.09,0.07,0.02,0.02,0.2,Racing,PS2
Learn Chess,2009.0,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1,Misc,DS
Learn Geography,2009.0,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.08,Misc,DS
Learn Math,2009.0,DreamCatcher Interactive,0.13,0.0,0.0,0.01,0.14,Puzzle,DS
Learn Science,2010.0,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,Misc,DS
Learning to Spell,2010.0,505 Games,0.16,0.0,0.0,0.01,0.17,Misc,DS
Left 4 Dead,2008.0,Electronic Arts,2.66,0.52,0.05,0.3,3.54,Shooter,"X360, PC"
Left 4 Dead 2,2009.0,Electronic Arts,2.67,0.89,0.05,0.37,3.99,Shooter,X360
Left 4 Dead 2,2009.0,Valve Software,0.0,0.32,0.0,0.04,0.37,Shooter,PC
Left Brain Right Brain 2,2008.0,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13,Misc,DS
Left Brain Right Brain: Use Both Hands Train Both Sides,2007.0,505 Games,0.15,0.0,0.0,0.01,0.16,Misc,DS
Legacy of Kain: Defiance,2003.0,Eidos Interactive,0.4,0.25,0.0,0.08,0.73,Action,"XB, PC, PS2"
Legaia 2: Duel Saga,2001.0,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,Role-Playing,PS2
Legasista,2012.0,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,Role-Playing,PS3
Legend of Kay,2005.0,JoWood Productions,0.03,0.02,0.0,0.01,0.05,Action,PS2
Legend of Kay,2010.0,JoWood Productions,0.06,0.0,0.0,0.0,0.06,Action,DS
Legend of Kay,2015.0,Nordic Games,0.05,0.05,0.0,0.01,0.11,Action,"PS4, WiiU"
Legend of Kay Anniversary,2015.0,Nordic Games,0.0,0.03,0.0,0.0,0.03,Action,"PS4, WiiU"
Legend of Legaia,1998.0,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,Role-Playing,PS
Legend of Mana,1999.0,SquareSoft,0.18,0.13,0.73,0.07,1.11,Role-Playing,PS
Legend of the Dragon,2007.0,Game Factory,0.09,0.0,0.0,0.0,0.09,Fighting,"PSP, Wii"
Legend of the Guardians: The Owls of Ga'Hoole,2010.0,Warner Bros. Interactive Entertainment,0.33999999999999997,0.05,0.0,0.04,0.43000000000000005,Action,"X360, PS3, DS, Wii"
Legend: Hand of God,2007.0,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,Role-Playing,PC
Legendary,2008.0,Atari,0.16,0.19,0.0,0.05,0.41000000000000003,Shooter,"PS3, X360, PC"
Legends of WrestleMania,2009.0,THQ,0.5,0.33,0.0,0.11000000000000001,0.9500000000000001,Fighting,"PS3, X360"
Legends of Wrestling,2001.0,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,Fighting,PS2
Legends of Wrestling,2002.0,Acclaim Entertainment,0.2,0.06,0.0,0.0,0.27,Fighting,"GC, XB"
Legends of Wrestling II,2002.0,Acclaim Entertainment,0.39,0.2,0.0,0.04,0.65,Fighting,"GC, XB, GBA, PS2"
Legion: The Legend of Excalibur,2002.0,Midway Games,0.11,0.09,0.0,0.03,0.22,Action,PS2
Lego Batman 3: Beyond Gotham,2014.0,Warner Bros. Interactive Entertainment,1.94,2.06,0.0,0.6,4.58,Action,"PS3, PS4, X360, XOne, PC, 3DS, WiiU, PSV"
Lego Star Wars: The Force Awakens,2016.0,Warner Bros. Interactive Entertainment,0.41000000000000003,0.68,0.0,0.16,1.26,Action,"PS3, PS4, X360, XOne, WiiU, PSV, 3DS"
Legoland,1999.0,LEGO Media,0.0,0.01,0.0,0.0,0.01,Action,PC
Leisure Suit Larry: Box Office Bust,2009.0,Codemasters,0.2,0.04,0.0,0.02,0.26,Adventure,"PS3, X360"
Leisure Suit Larry: Magna Cum Laude,2004.0,Vivendi Games,0.29000000000000004,0.17,0.0,0.05,0.51,Adventure,"XB, PS2"
Lemmings,2006.0,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87,Puzzle,PSP
Lemony Snicket's A Series of Unfortunate Events,2004.0,Activision,0.9,0.43,0.0,0.1,1.44,Platform,"XB, GC, GBA, PS2"
Lernerfolg Vorschule: Capt'n Sharky,2009.0,Tivola,0.0,0.05,0.0,0.01,0.05,Misc,DS
Let's Cheer,2011.0,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,Misc,X360
Let's Dance with Mel B,2011.0,Black Bean Games,0.0,0.06,0.0,0.01,0.08,Sports,"PS3, X360, Wii"
Let's Draw!,2008.0,Ubisoft,0.24,0.23,0.0,0.06,0.54,Misc,DS
Let's Make a Soccer Team!,2006.0,Sega,0.0,0.0,0.23,0.0,0.23,Sports,PS2
Let's Paint,2010.0,Zoo Games,0.07,0.0,0.0,0.0,0.07,Simulation,Wii
Let's Pilates!,2007.0,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,Misc,DS
Let's Play Ballerina,2010.0,Deep Silver,0.15,0.0,0.0,0.01,0.17,Sports,"DS, Wii"
Let's Play Flight Attendant,2010.0,Deep Silver,0.02,0.0,0.0,0.0,0.02,Simulation,DS
Let's Play Garden,2010.0,Deep Silver,0.13,0.0,0.0,0.01,0.13,Simulation,"DS, Wii"
Let's Ride! Dreamer,2005.0,DTP Entertainment,0.05,0.02,0.0,0.0,0.07,Adventure,GBA
Let's Ride! Friends Forever,2008.0,THQ,0.07,0.0,0.0,0.0,0.07,Adventure,DS
Let's Ride! Silver Buckle Stables,2006.0,THQ,0.05,0.04,0.0,0.01,0.09,Sports,PS2
Let's Ride: Sunshine Stables,2005.0,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,Sports,GBA
Let's Sing 2016,2015.0,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03,Action,PS4
Let's TAP,2008.0,Sega,0.09,0.06,0.01,0.02,0.18,Misc,Wii
Let's Yoga!,2007.0,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Misc,DS
Lethal Enforcers,1993.0,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,Shooter,SNES
Lethal Enforcers I & II,1996.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Shooter,PS
Lethal Skies Elite Pilot: Team SW,2001.0,Sammy Corporation,0.11,0.08,0.0,0.03,0.22,Simulation,PS2
Lethal Skies II,2003.0,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,Simulation,PS2
Life is Strange,2016.0,Square Enix,0.23,0.19999999999999998,0.03,0.06999999999999999,0.52,Adventure,"PS4, XOne, PC"
LifeSigns: Surgical Unit,2005.0,JoWood Productions,0.01,0.01,0.0,0.0,0.02,Simulation,DS
Lifeline,2003.0,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,Adventure,PS2
Lightning Returns: Final Fantasy XIII,2013.0,Square Enix,0.45999999999999996,0.32,0.46,0.13999999999999999,1.3900000000000001,Role-Playing,"PS3, X360"
Lilie no Atelier: Salburg no Renkinjutsushi 3,2001.0,Gust,0.0,0.0,0.09,0.0,0.09,Role-Playing,PS2
Lilo & Stitch 2: Hämsterviel Havoc,2004.0,Disney Interactive Studios,0.27,0.1,0.0,0.01,0.38,Action,GBA
Lilpri DS: Hime-Chen! Apple Pink,2010.0,Sega,0.0,0.0,0.02,0.0,0.02,Adventure,DS
Line Rider 2: Unbound,2008.0,Deep Silver,0.09000000000000001,0.0,0.0,0.01,0.1,Puzzle,"DS, Wii"
Link's Crossbow Training,2007.0,Nintendo,3.06,1.18,0.29,0.46,5.0,Shooter,Wii
Links 2004,2003.0,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29,Sports,XB
Lionel Trains: On Track,2006.0,DSI Games,0.04,0.0,0.0,0.0,0.04,Action,DS
Lips,2008.0,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.78,Misc,X360
Lips: Deutsche Partyknaller,2009.0,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,Misc,X360
Lips: I Love The 80s,2010.0,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,Misc,X360
Lips: Number One Hits,2009.0,Microsoft Game Studios,0.15,0.35,0.0,0.07,0.56,Misc,X360
Lips: Party Classics,2010.0,Microsoft Game Studios,0.05,0.11,0.0,0.02,0.18,Misc,X360
Lise no Atelier: Ordre no Renkinjutsushi,2007.0,Gust,0.0,0.0,0.04,0.0,0.04,Role-Playing,DS
Little Battlers eXperience W,2012.0,Level 5,0.0,0.0,0.23,0.0,0.23,Role-Playing,"PSP, PSV"
Little Battlers eXperience W,2013.0,Level 5,0.0,0.0,0.1,0.0,0.1,Role-Playing,3DS
Little Battlers eXperience: Baku Boost,2012.0,Nintendo,0.0,0.0,0.21,0.0,0.21,Action,3DS
Little Battlers eXperience: Wars,2013.0,Level 5,0.0,0.0,0.13,0.0,0.13,Strategy,3DS
Little Bears,2009.0,RTL,0.03,0.0,0.0,0.0,0.03,Simulation,DS
Little Busters! Converted Edition,2009.0,Prototype,0.0,0.0,0.05,0.0,0.05,Adventure,PS2
Little Busters! Converted Edition,2010.0,Prototype,0.0,0.0,0.04,0.0,0.04,Adventure,PSP
Little Busters! Converted Edition,2012.0,Prototype,0.0,0.0,0.03,0.0,0.03,Action,PSV
Little Deviants,2011.0,Sony Computer Entertainment,0.15,0.13,0.0,0.05,0.33,Platform,PSV
Little King's Story,2009.0,Rising Star Games,0.15,0.11,0.02,0.02,0.31,Strategy,Wii
Little League World Series Baseball 2008,2008.0,Activision,0.15,0.0,0.0,0.01,0.16,Sports,"DS, Wii"
Little League World Series Baseball 2009,2009.0,Activision,0.28,0.0,0.0,0.02,0.30000000000000004,Sports,"DS, Wii"
Little League World Series Baseball 2010,2010.0,Activision,0.16,0.0,0.0,0.02,0.18,Sports,"PS3, X360"
Little League World Series Baseball: Double Play,2010.0,Activision,0.16,0.0,0.0,0.02,0.16999999999999998,Sports,"DS, Wii"
Little Red Riding Hood's Zombie BBQ,2008.0,Destineer,0.03,0.0,0.0,0.0,0.04,Shooter,DS
LittleBigPlanet,2008.0,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,Platform,PS3
LittleBigPlanet,2009.0,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,Platform,PSP
LittleBigPlanet 2,2011.0,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,Platform,PS3
LittleBigPlanet 3,2014.0,Sony Computer Entertainment,0.8400000000000001,1.35,0.02,0.39999999999999997,2.6100000000000003,Platform,"PS3, PS4"
LittleBigPlanet Karting,2012.0,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9,Action,PS3
LittleBigPlanet PS Vita,2012.0,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47,Platform,PSV
Littlest Pet Shop,2008.0,Electronic Arts,0.34,0.06,0.0,0.03,0.43,Simulation,"PC, Wii"
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,2010.0,Electronic Arts,0.5,0.0,0.0,0.03,0.53,Simulation,DS
Littlest Pet Shop: Beach Friends,2009.0,Electronic Arts,0.25,0.0,0.0,0.02,0.27,Simulation,DS
Littlest Pet Shop: City Friends,2009.0,Electronic Arts,0.29,0.0,0.0,0.02,0.32,Simulation,DS
Littlest Pet Shop: Country Friends,2009.0,Electronic Arts,0.23,0.0,0.0,0.02,0.25,Simulation,DS
Littlest Pet Shop: Friends,2009.0,Electronic Arts,0.22,0.02,0.0,0.02,0.26,Simulation,Wii
Littlest Pet Shop: Garden,2008.0,Electronic Arts,0.31,0.24,0.0,0.06,0.61,Simulation,DS
Littlest Pet Shop: Jungle,2008.0,Electronic Arts,0.34,0.2,0.0,0.06,0.61,Simulation,DS
Littlest Pet Shop: Spring,2009.0,Electronic Arts,0.12,0.0,0.0,0.01,0.14,Simulation,DS
Littlest Pet Shop: Winter,2008.0,Electronic Arts,0.59,0.31,0.0,0.1,0.99,Simulation,DS
Live A Live,1994.0,SquareSoft,0.0,0.0,0.32,0.0,0.32,Role-Playing,SNES
Living Legends: Frozen Beauty,2014.0,Big Fish Games,0.0,0.03,0.0,0.0,0.03,Action,PC
Livly Garden,2010.0,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Simulation,DS
Lizzie McGuire 2: Lizzie Diaries,2004.0,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,Action,GBA
Lizzie McGuire 3: Homecoming Havoc,2005.0,Disney Interactive Studios,0.22,0.08,0.0,0.01,0.3,Platform,GBA
Lock On: Modern Air Combat,2003.0,Ubisoft,0.0,0.03,0.0,0.01,0.03,Simulation,PC
Lock's Quest,2008.0,THQ,0.08,0.0,0.0,0.01,0.09,Strategy,DS
LocoRoco,2006.0,Sony Computer Entertainment,0.14,0.05,0.16,0.04,0.39,Platform,PSP
LocoRoco 2,2008.0,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36,Platform,PSP
Lode Runner,1984.0,Hudson Soft,0.0,0.0,1.1,0.0,1.1,Puzzle,NES
Lode Runner,2006.0,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02,Puzzle,DS
Lode Runner 3-D,1998.0,Infogrames,0.08,0.02,0.0,0.0,0.1,Action,N64
Logic Machines,2009.0,City Interactive,0.04,0.0,0.0,0.0,0.04,Puzzle,DS
Lollipop Chainsaw,2012.0,Warner Bros. Interactive Entertainment,0.5700000000000001,0.33999999999999997,0.13,0.13,1.1600000000000001,Action,"PS3, X360"
London 2012: The Official Video Game of the Olympic Games,2012.0,Sega,0.13,0.96,0.0,0.22,1.29,Sports,"PS3, X360"
Looney Tunes Duck Dodgers Starring: Daffy Duck,2000.0,Infogrames,0.03,0.01,0.0,0.0,0.04,Platform,N64
Looney Tunes Racing,2000.0,Infogrames,0.16,0.11,0.0,0.02,0.29,Racing,PS
Looney Tunes: Acme Arsenal,2007.0,Warner Bros. Interactive Entertainment,0.45999999999999996,0.16999999999999998,0.0,0.08,0.6900000000000001,Action,"X360, Wii, PS2"
Looney Tunes: Back in Action,2003.0,Electronic Arts,0.13,0.05,0.0,0.0,0.18,Platform,GBA
Looney Tunes: Back in Action,2003.0,Warner Bros. Interactive Entertainment,0.38,0.22,0.0,0.06,0.67,Platform,"GC, PS2"
Looney Tunes: Cartoon Conductor,2008.0,Eidos Interactive,0.04,0.0,0.0,0.0,0.05,Misc,DS
Looney Tunes: Duck Amuck,2007.0,Warner Bros. Interactive Entertainment,0.28,0.0,0.0,0.02,0.3,Action,DS
Looney Tunes: Galactic Sports,2015.0,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,Action,PSV
Looney Tunes: Sheep Raider,2001.0,Infogrames,0.07,0.05,0.0,0.01,0.12,Platform,PS
Looney Tunes: Space Race,2002.0,Infogrames,0.1,0.08,0.0,0.03,0.2,Racing,PS2
Loons: The Fight For Fame,2002.0,Atari,0.05,0.02,0.0,0.0,0.07,Action,XB
Lord of Apocalypse,2011.0,Square Enix,0.0,0.0,0.2,0.0,0.2,Role-Playing,"PSP, PSV"
Lord of Arcana,2010.0,Square Enix,0.07,0.04,0.17,0.03,0.31,Role-Playing,PSP
Lord of Darkness,1991.0,Tecmo Koei,0.0,0.0,0.28,0.0,0.28,Action,SNES
Lord of Magna: Maiden Heaven,2014.0,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,Role-Playing,3DS
Lord of the Rings: Battle for Middle-Earth,2006.0,Electronic Arts,0.28,0.0,0.0,0.02,0.31,Strategy,X360
Lord of the Rings: Tactics,2005.0,Electronic Arts,0.11,0.02,0.0,0.02,0.14,Strategy,PSP
Lord of the Rings: The Third Age,2004.0,Electronic Arts,0.31,0.09,0.0,0.01,0.42,Role-Playing,XB
Lords of the Fallen,2014.0,Square Enix,0.27,0.36,0.02,0.11,0.76,Role-Playing,"PS4, XOne, PC"
Lost Dimension,2014.0,Nippon Ichi Software,0.12000000000000001,0.04,0.02,0.04,0.22000000000000003,Role-Playing,"PS3, PSV"
Lost Heroes,2012.0,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,Role-Playing,"3DS, PSP"
Lost Heroes 2,2015.0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Action,3DS
Lost Horizon,2010.0,Deep Silver,0.0,0.1,0.0,0.02,0.12,Adventure,PC
Lost Kingdoms,2002.0,Activision,0.1,0.02,0.04,0.0,0.17,Role-Playing,GC
Lost Kingdoms II,2003.0,Activision,0.04,0.01,0.0,0.0,0.06,Role-Playing,GC
Lost Magic,2006.0,Ubisoft,0.09,0.0,0.02,0.01,0.12,Role-Playing,DS
Lost Odyssey,2007.0,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92,Role-Playing,X360
Lost Planet 2,2010.0,Capcom,0.6699999999999999,0.6,0.28,0.2,1.75,Shooter,"PS3, X360, PC"
Lost Planet 3,2013.0,Capcom,0.14,0.13,0.06999999999999999,0.05,0.38,Shooter,"PS3, X360, PC"
Lost Planet: Extreme Condition,2006.0,Capcom,1.09,0.04,0.1,0.11,1.34,Shooter,X360
Lost Planet: Extreme Condition,2008.0,Capcom,0.31,0.17,0.07,0.09,0.64,Shooter,PS3
Lost in Blue,2005.0,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,Adventure,DS
Lost in Blue 2,2007.0,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07,Adventure,DS
Lost in Blue 3,2007.0,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,Adventure,DS
Lost in Blue: Shipwrecked,2008.0,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,Adventure,Wii
Lost in Shadow,2010.0,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12,Platform,Wii
Lost: Via Domus,2008.0,Ubisoft,0.37,0.5800000000000001,0.0,0.16,1.1199999999999999,Action,"PS3, X360, PC"
Lotus Challenge,2004.0,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02,Racing,GC
Love Live! School Idol Paradise,2014.0,Kadokawa Games,0.0,0.0,0.12,0.0,0.12,Misc,PSV
Love Once: Mermaid's Tears,2011.0,Unknown,0.0,0.0,0.02,0.0,0.02,Adventure,PS3
Love Plus,2009.0,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,Simulation,DS
Love Plus +,2010.0,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,Simulation,DS
Lovely Lisa,2007.0,DHM Interactive,0.11,0.0,0.0,0.01,0.12,Simulation,DS
Lovely Lisa and Friends,2010.0,Tomy Corporation,0.12,0.0,0.0,0.01,0.13,Simulation,DS
Lovely x Cation 1 & 2,2015.0,5pb,0.0,0.0,0.02,0.0,0.02,Action,PSV
Loving Life with Hello Kitty & Friends,2011.0,Rising Star Games,0.15,0.08,0.0,0.02,0.26,Misc,DS
Lowrider,2002.0,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,Misc,PS2
Lucha Libre AAA: Heroes del Ring,2010.0,Konami Digital Entertainment,0.15000000000000002,0.0,0.0,0.01,0.15000000000000002,Fighting,"PS3, X360"
Lucian Bee's: Justice Yellow / Evil Violet,2010.0,5pb,0.0,0.0,0.07,0.0,0.07,Adventure,PS2
Lucian Bee's: Resurrection Supernova,2009.0,5pb,0.0,0.0,0.01,0.0,0.01,Adventure,PS2
Lucky * Star: Ryouou Gakuen Outousai,2008.0,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,Adventure,PS2
Lucky Luke,1998.0,Ocean,0.13,0.09,0.0,0.02,0.24,Platform,PS
Lufia: Curse of the Sinistrals,2010.0,Square Enix,0.12,0.0,0.03,0.01,0.16,Role-Playing,DS
Lufia: The Ruins of Lore,2002.0,Taito,0.04,0.01,0.0,0.0,0.05,Role-Playing,GBA
Luigi's Mansion,2001.0,Nintendo,2.38,0.67,0.46,0.1,3.6,Action,GC
Luigi's Mansion: Dark Moon,2013.0,Nintendo,1.78,1.39,1.1,0.3,4.58,Action,3DS
Lumines ll,2006.0,Disney Interactive Studios,0.12,0.12,0.0,0.07,0.3,Puzzle,PSP
Lumines: Electronic Symphony,2012.0,Ubisoft,0.11,0.1,0.01,0.05,0.26,Misc,PSV
Lumines: Puzzle Fusion,2004.0,Ubisoft,0.52,0.35,0.0,0.23,1.11,Puzzle,PSP
Luminous Arc,2007.0,Rising Star Games,0.16,0.0,0.06,0.01,0.24,Role-Playing,DS
Luminous Arc 2,2008.0,Rising Star Games,0.21,0.0,0.0,0.02,0.23,Role-Playing,DS
Luminous Arc 3,2009.0,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,Role-Playing,DS
Luminous Arc Infinity,2015.0,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05,Action,PSV
Lunacy,1996.0,Sega,0.0,0.0,0.11,0.0,0.11,Adventure,SAT
Lunar 2: Eternal Blue,1998.0,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12,Role-Playing,SAT
Lunar 2: Eternal Blue Complete,1999.0,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35,Role-Playing,PS
"Lunar 2: Eternal Blue(sales, but wrong system)",1994.0,Game Arts,0.0,0.0,0.14,0.0,0.14,Role-Playing,GEN
Lunar Knights,2006.0,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24,Role-Playing,DS
Lunar Legend,2002.0,Media Rings,0.14,0.05,0.0,0.0,0.19,Role-Playing,GBA
Lunar: Dragon Song,2005.0,Rising Star Games,0.11,0.0,0.0,0.01,0.12,Role-Playing,DS
Lunar: Silver Star Harmony,2009.0,GungHo,0.19,0.0,0.03,0.02,0.24,Role-Playing,PSP
Lunar: Silver Star Story,1996.0,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,Role-Playing,SAT
Lunar: Silver Star Story Complete,1997.0,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,Role-Playing,SAT
Lunar: Silver Star Story Complete,1998.0,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,Role-Playing,PS
Lunatic Dawn Tempest,2001.0,ArtDink,0.0,0.0,0.02,0.0,0.02,Role-Playing,PS2
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",2007.0,505 Games,0.0,0.0,0.05,0.0,0.05,Adventure,PS2
Lupin Sansei: Shijou Saidai no Zunousen,2010.0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Adventure,DS
Lupin the 3rd: Treasure of the Sorcerer King,2002.0,505 Games,0.02,0.02,0.25,0.01,0.29,Adventure,PS2
Lux-Pain,2008.0,Rising Star Games,0.04,0.0,0.0,0.0,0.05,Adventure,DS
Lux-Pain (JP sales),2008.0,Rising Star Games,0.0,0.0,0.03,0.0,0.03,Adventure,DS
Luxor 3,2008.0,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,Puzzle,Wii
Luxor: Pharaoh's Challenge,2007.0,Funsta,0.0,0.01,0.0,0.0,0.01,Puzzle,DS
Luxor: The Wrath of Set,2006.0,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,Puzzle,PSP
M&M's Adventure,2008.0,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,Adventure,DS
M&M's Beach Party,2009.0,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,Misc,Wii
M&M's Blast!,2001.0,Unknown,0.2,0.07,0.0,0.0,0.27,Puzzle,GBA
M&M's Kart Racing,2007.0,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23,Racing,Wii
M&M's Kart Racing,2008.0,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,Racing,DS
M&Ms Shell Shocked,2001.0,Berkeley,0.02,0.01,0.0,0.0,0.03,Action,PS
MAG: Massive Action Game,2010.0,Sony Computer Entertainment,0.77,0.3,0.09,0.16,1.32,Shooter,PS3
